Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
4521,107.0,20.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 79, paragraph  3, subparagraph 1",,,,,0.0,398,EUL/NGL,RCV,+,371,333,2,0.0
4522,107.0,21.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 115,,,,,0.0,136,committiee,RCV,+,644,54,9,0.0
4523,107.0,22.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 116,,,,,0.0,316,40+MEPs,RCV,-,244,459,2,0.0
4524,107.0,23.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 116,,,,,0.0,317,40+MEPs,RCV,-,247,445,2,0.0
4525,107.0,24.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 117,,,,,0.0,139,committiee,RCV,+,639,41,25,0.0
4526,107.0,25.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 117,,,,,0.0,139,committiee,RCV,+,364,316,19,0.0
4528,107.0,26.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, Paragraph 2",,,,,0.0,154cp,committiee,RCV,+,690,10,5,0.0
4529,107.0,27.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, paragraph 3, subparagraph 1",,,,,0.0,417,EUL/NGL,RCV,-,179,515,9,0.0
4530,107.0,28.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, paragraph 3, subparagraph 1",,,,,0.0,154cp,committiee,RCV,+,578,86,40,0.0
4531,107.0,29.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, paragraph 3, subparagraph 1",,,,,0.0,154cp,committiee,RCV,+,517,138,37,0.0
4532,107.0,30.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, paragraph 5, subparagraph  1",,,,,0.0,418,EUL/NGL,RCV,-,137,555,8,0.0
4533,107.0,31.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 130, rest",,,,,0.0,154cp,committiee,RCV,+,641,34,27,0.0
4534,107.0,32.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 133, after paragraph 1",,,,,0.0,159cp,committee,RCV,+,567,139,2,0.0
4535,107.0,33.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 133, rest",,,,,0.0,159cp,committee,RCV,+,604,85,16,0.0
4536,107.0,34.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 136,,,,,0.0,162D,committee,RCV,+,476,181,39,0.0
4537,107.0,35.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,After rule 153,,,,,0.0,174,committee,RCV,+,685,16,5,0.0
4538,107.0,36.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,After rule 153,,,,,0.0,174,committee,RCV,+,534,162,5,0.0
4540,107.0,37.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 158, paragraph 4",,,,,0.0,427,EUL/NGL,RCV,-,178,521,6,0.0
4541,107.0,38.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 166,,,,,0.0,342,EFDD,RCV,-,327,373,3,0.0
4542,107.0,39.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 167,,,,,0.0,343,EFDD,RCV,-,186,512,5,0.0
4543,107.0,40.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"After rule 168, Thresholds",,,,,0.0,188,committiee,RCV,+,417,281,6,0.0
4549,107.0,41.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 169, paragraph 1, subparagraph 3",,,,,0.0,288,Greens/ EFA,RCV,-,222,472,8,0.0
4550,107.0,42.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 169, paragraph 6, subparagraph 1",,,,,0.0,433cp,EUL/NGL,RCV,-,132,565,3,0.0
4551,107.0,43.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 171, paragraph 5",,,,,0.0,434,EUL/NGL,RCV,-,152,508,45,0.0
4553,107.0,44.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 174,,,,,0.0,195,committiee,RCV,+,538,136,31,0.0
4554,107.0,45.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 175,,,,,0.0,196,committiee,RCV,+,640,56,5,0.0
4555,107.0,46.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 175,,,,,0.0,196,committiee,RCV,+,422,264,3,0.0
4556,107.0,47.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 178, paragraph 1",,,,,0.0,346,EFDD,RCV,-,107,587,9,0.0
4557,107.0,48.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,After rule 179,,,,,0.0,200,committiee,RCV,+,673,26,4,0.0
4558,107.0,49.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,After rule 179,,,,,0.0,200,committiee,RCV,+,524,161,14,0.0
4559,107.0,50.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 180,,,,,0.0,201,committiee,RCV,+,496,204,4,0.0
4560,107.0,51.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 183,,,,,0.0,206,committiee,RCV,+,648,48,8,0.0
4561,107.0,52.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 183,,,,,0.0,206,committiee,RCV,+,502,191,3,0.0
4562,107.0,53.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 183,,,,,0.0,206,committiee,RCV,+,480,219,3,0.0
4563,107.0,54.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 183,,,,,0.0,439,EUL/NGL,RCV,-,160,541,4,0.0
4564,107.0,55.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Rule 196,,,,,0.0,219,committiee,RCV,+,519,113,67,0.0
4565,107.0,56.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 198, paragraph 3 ",,,,,0.0,221cp,committiee,RCV,-,165,524,15,0.0
4566,107.0,57.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 198, rest",,,,,0.0,221cp,committiee,RCV,+,637,61,5,0.0
4570,107.0,58.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 204, rest",,,,,0.0,355,EFDD,RCV,-,136,511,55,0.0
4571,107.0,59.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 205, paragraph 4, after subparagraph 1",,,,,0.0,289,Greens/ EFA,RCV,-,242,403,59,0.0
4572,107.0,60.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 208, paragraph 1 ",,,,,0.0,234cp,committiee,RCV,+,419,237,49,0.0
4573,107.0,61.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Rule 208, paragraph 1 ",,,,,0.0,448,EUL/NGL,RCV,+,604,74,25,0.0
4575,107.0,62.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Title XII,,,,,0.0,453,EUL/NGL,RCV,-,79,592,34,0.0
4576,107.0,63.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 2, subparagraph 1, point a and b",,,,,0.0,259cp,committiee,RCV,+,691,11,2,0.0
4577,107.0,64.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 2, subparagraph 1, after point b",,,,,0.0,259cp,committee,RCV,+,575,72,56,0.0
4578,107.0,65.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 2, subparagraph 1, after point b",,,,,0.0,357,EFDD,RCV,-,193,473,37,0.0
4579,107.0,66.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 2, subparagraph 1, after point b",,,,,0.0,358,EFDD,RCV,-,156,513,36,0.0
4580,107.0,67.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 2, subparagraph 1, after point b",,,,,0.0,359,EFDD,RCV,-,261,421,16,0.0
4581,107.0,68.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 3",,,,,0.0,360,EFDD,RCV,-,212,458,32,0.0
4582,107.0,69.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 3",,,,,0.0,361,EFDD,RCV,-,166,499,35,0.0
4583,107.0,70.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 3",,,,,0.0,362,EFDD,RCV,-,236,455,11,0.0
4584,107.0,71.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 2, subparagraph 1, point c",,,,,0.0,318,40+MEPs,RCV,-,231,445,28,0.0
4585,107.0,72.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 2, subparagraph 1, point e",,,,,0.0,363,EFDD,RCV,-,135,470,99,0.0
4586,107.0,73.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 2, subparagraph 1, point g",,,,,0.0,364D,EFDD,RCV,-,61,633,6,0.0
4587,107.0,74.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 2, subparagraph 1, point h",,,,,0.0,290,Greens/ EFA,RCV,-,141,499,57,0.0
4588,107.0,75.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 2, subparagraph 1, point h",,,,,0.0,291,Greens/ EFA,RCV,-,118,530,55,0.0
4589,107.0,76.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, after paragraph 3",,,,,0.0,365,EFDD,RCV,-,97,562,39,0.0
4590,107.0,77.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 4, paragraph 4",,,,,0.0,366,EFDD,RCV,-,125,537,36,0.0
4591,107.0,78.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, after article 4",,,,,0.0,294,Greens/ EFA,RCV,-,254,434,13,0.0
4592,107.0,79.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 6, after paragraph 1",,,,,0.0,319,40+MEPs,RCV,-,256,414,29,0.0
4593,107.0,80.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 6, after paragraph 1",,,,,0.0,367,EFDD,RCV,-,167,500,35,0.0
4594,107.0,81.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 7, paragraph 2, subparagraph 1",,,,,0.0,368,EFDD,RCV,-,150,526,28,0.0
4595,107.0,82.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 7, paragraph 2, subparagraph 1",,,,,0.0,321,40+MEPs,RCV,+,352,282,70,0.0
4596,107.0,83.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 7, paragraph 3",,,,,0.0,369,EFDD,RCV,-,125,528,48,0.0
4597,107.0,84.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 7, paragraph 4",,,,,0.0,370,EFDD,RCV,-,199,469,30,0.0
4598,107.0,85.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 7, paragraph 5",,,,,0.0,371,EFDD,RCV,-,132,527,40,0.0
4599,107.0,86.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 8",,,,,0.0,372,EFDD,RCV,-,242,447,4,0.0
4600,107.0,87.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 8",,,,,0.0,373,EFDD,RCV,-,206,492,4,0.0
