Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
68,5.0,16.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,,,,,Non,Motion for resolution,s,0,B8-0112/2014,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0112&language=EN,0,Foreign & security policy,vote: resolution,,,,,1.0,,0,RCV,-,55,512,71,1.0
69,5.0,1.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 2,,,,,0.0,5,GUE/NGL,RCV,-,116,467,57,0.0
70,5.0,2.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 4,,,,,0.0,7,GUE/NGL,RCV,-,86,471,81,0.0
71,5.0,3.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 6,,,,,0.0,8,GUE/NGL,RCV,-,115,484,37,0.0
72,5.0,4.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 9,,,,,0.0,10,GUE/NGL,RCV,-,136,467,28,0.0
73,5.0,5.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 9,,,,,0.0,11,GUE/NGL,RCV,-,88,490,54,0.0
74,5.0,6.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 9,,,,,0.0,12,GUE/NGL,RCV,-,108,480,44,0.0
75,5.0,7.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 10,,,,,0.0,13,GUE/NGL,RCV,-,105,494,42,0.0
76,5.0,8.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 10,,,,,0.0,14,GUE/NGL,RCV,-,79,504,52,0.0
77,5.0,9.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 10,,,,,0.0,15,GUE/NGL,RCV,-,95,491,40,0.0
78,5.0,10.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 10,,,,,0.0,16,GUE/NGL,RCV,-,68,501,63,0.0
79,5.0,11.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After paragraph 12,,,,,0.0,17,GUE/NGL,RCV,-,114,479,41,0.0
80,5.0,12.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,After recital J,,,,,0.0,3,GUE/NGL,RCV,-,121,431,87,0.0
81,5.0,13.0,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,,,,,Non,Joint motion for resolution,s,0,B8-0117/2014 ,2014/2845/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0117&language=EN,0,Foreign & security policy,vote: resolution,,,,,1.0,,0,RCV,+,447,143,41,1.0
82,5.0,1.0,18.09.2014,,Commission Delegated Regulation: Reinstatement of market access for Fiji (request by GUE/NGL and Greens/EFA groups to reject Commission delegated act),,,,,,Non,Motion for resolution,q,0,B8-0081/2014 ,2014/2781/DEA,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0081&language=EN,0,International trade,vote: resolution,,,,,1.0,,0,RCV,-,153,397,18,1.0
83,6.0,1.0,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/004 ES/Comunidad Valenciana metal,,,,,,Bud,Motion for resolution,q,Šulin,A8-0013/2014,2014/2064/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0013&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,589,72,10,1.0
84,6.0,1.0,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/012 BE/Ford Genk,,,,,,Bud,Motion for resolution,q,Rübig,A8-0015/2014,2014/2065/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0015&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,593,84,10,1.0
85,6.0,1.0,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/002 BE/Carsid,,,,,,Bud,Motion for resolution,q,Sarvamaa,A8-0017/2014,2014/2071/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0017&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,595,84,9,1.0
86,6.0,1.0,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/006 FR/PSA,,,,,,Bud,Motion for resolution,q,Thomas,A8-0016/2014,2014/2076/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0016&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,579,81,9,1.0
87,7.0,1.0,22.10.2014,,Election of the Commission,,,,,,Non,Appointment of the Juncker Commission,s,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,0,Constitutional and inter-institutional affairs,approbation,,,,,1.0,,0,RCV,+,423,209,67,1.0
88,7.0,1.0,22.10.2014,,Draft amending budget No 2/2014 - surplus resulting from the implementation of the budget year 2013,,,,,,Bud,Motion for resolution,q,Deprez,A8-0018/2014,2014/2035/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0018&language=EN,Committee on Budgets,Budget,vote: resolution,,,,,1.0,,0,RCV,+,521,88,56,1.0
89,7.0,1.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 1,,,,,0.0,,S&D,RCV,+,513,93,77,0.0
90,7.0,2.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 2,,,,,0.0,,S&D,RCV,+,500,131,60,0.0
91,7.0,3.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,04 02 60,,,,,0.0,849,GUE/NGL,RCV,-,59,623,9,0.0
92,7.0,4.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,04 02 64,,,,,0.0,758,GUE/NGL,RCV,-,268,369,52,0.0
93,7.0,5.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 3,,,,,0.0,,S&D,RCV,+,506,126,62,0.0
94,7.0,6.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,05 03 01 01 ,,,,,0.0,232,Greens/EFA,RCV,-,323,309,58,0.0
95,7.0,7.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,05 03 02 99,,,,,0.0,231,Greens/EFA,RCV,-,268,386,31,0.0
96,7.0,8.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 4,,,,,0.0,,S&D,RCV,+,494,139,60,0.0
97,7.0,9.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 5,,,,,0.0,,S&D,RCV,+,503,137,54,0.0
98,7.0,10.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,Block 6,,,,,0.0,,S&D,RCV,+,481,155,54,0.0
99,7.0,11.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,1 0 0 0,,,,,0.0,553,GUE/NGL,RCV,-,178,473,31,0.0
100,7.0,12.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,1 0 0 4,,,,,0.0,554,GUE/NGL,RCV,-,176,441,67,0.0
101,7.0,13.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,1 0 0 6,,,,,0.0,555,GUE/NGL,RCV,-,192,464,33,0.0
102,7.0,14.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,1 0 2,,,,,0.0,556,GUE/NGL,RCV,-,184,458,36,0.0
103,7.0,15.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,1 0 3 0 ,,,,,0.0,557,GUE/NGL,RCV,-,174,477,36,0.0
104,7.0,16.0,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,,,,,Bud,Motion for resolution,q,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141022&secondRef=SIT&language=EN,Committee on Budgets,Budget,2 1 0 5,,,,,0.0,676,Greens/EFA,RCV,-,91,559,48,0.0
105,7.0,1.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,Before paragraph 1,,,,,0.0,61,GUE/NGL,RCV,-,43,624,23,0.0
106,7.0,2.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,Paragraph 4,,,,,0.0,31,ECR,RCV,-,125,538,30,0.0
107,7.0,3.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 4,,,,,0.0,32,ECR,RCV,-,124,540,24,0.0
108,7.0,4.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 5,,,,,0.0,33,ECR,RCV,-,116,489,87,0.0
109,7.0,5.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 6,,,,,0.0,41,GUE/NGL,RCV,-,280,328,88,0.0
110,7.0,6.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 10,,,,,0.0,39,GUE/NGL,RCV,-,311,321,61,0.0
111,7.0,7.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 11,,,,,0.0,63,GUE/NGL,RCV,-,104,541,47,0.0
112,7.0,8.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 27,,,,,0.0,40,GUE/NGL,RCV,-,130,517,41,0.0
113,7.0,9.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 29,,,,,0.0,4,Greens/EFA,RCV,-,111,525,53,0.0
114,7.0,10.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 29,,,,,0.0,5,Greens/EFA,RCV,-,133,526,18,0.0
115,7.0,11.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 38,,,,,0.0,43,GUE/NGL,RCV,-,133,550,9,0.0
116,7.0,12.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 39,,,,,0.0,64,GUE/NGL,RCV,-,139,521,30,0.0
117,7.0,13.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 43,,,,,0.0,46,GUE/NGL,RCV,-,173,473,47,0.0
118,7.0,14.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 44,,,,,0.0,48,GUE/NGL,RCV,-,210,431,51,0.0
119,7.0,15.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 45,,,,,0.0,11,Greens/EFA,RCV,-,139,492,62,0.0
120,7.0,16.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 45,,,,,0.0,12,Greens/EFA,RCV,+,341,294,45,0.0
121,7.0,17.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 56,,,,,0.0,50,GUE/NGL,RCV,-,93,532,50,0.0
122,7.0,18.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,Paragraph 57,,,,,0.0,51,GUE/NGL,RCV,-,83,582,18,0.0
123,7.0,19.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 61,,,,,0.0,13,Greens/EFA,RCV,-,179,474,36,0.0
124,7.0,20.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 75,,,,,0.0,65,GUE/NGL,RCV,-,53,630,15,0.0
125,7.0,21.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 85,,,,,0.0,53,GUE/NGL,RCV,-,332,341,21,0.0
126,7.0,22.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 85,,,,,0.0,58,GUE/NGL,RCV,-,194,437,56,0.0
127,7.0,23.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,Paragraph 86,,,,,0.0,,original text,RCV,+,511,124,54,0.0
128,7.0,24.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 86,,,,,0.0,55,GUE/NGL,RCV,-,139,521,26,0.0
129,7.0,25.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 91,,,,,0.0,57,GUE/NGL,RCV,-,222,429,39,0.0
130,7.0,26.0,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,,,,,Bud,Motion for resolution,s,Rubial/Hohlmeier,A8-0014/2014,2014/2040/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0014&language=EN,Committee on Budgets,Budget,After paragraph 93,,,,,0.0,59,GUE/NGL,RCV,-,197,483,10,0.0
