Vote ID,date,title,procedure,reading,type_of_vote,type_of_vote_en,rule,raporteur,url,committee_code,main_policy_name,subject,final_vote,author_name,am_no,result_code,yes,no,abstain,did_not_vote,absent,absent_motivated,is_main
2449,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,Before ,0,GUE/NGL,47,-,47,496.0,42.0,0,0,0,0.0
2450,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after ,0,Verts/ALE,34,-,121,495.0,4.0,0,0,0,0.0
2451,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,0,,+,423,92.0,54.0,0,0,0,0.0
2452,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after ,0,Verts/ALE,40,-,94,511.0,12.0,0,0,0,0.0
2453,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,0,,+,516,76.0,21.0,0,0,0,0.0
2454,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after ,0,Verts/ALE,44,-,228,337.0,45.0,0,0,0,0.0
2455,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after ,0,Verts/ALE,45,-,113,492.0,4.0,0,0,0,0.0
2456,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,0,,+,458,139.0,1.0,0,0,0,0.0
2457,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,0,,+,473,114.0,10.0,0,0,0,0.0
2458,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after citation 8,0,Verts/ALE,15,+,523,62.0,16.0,0,0,0,0.0
2459,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after citation 8,0,Verts/ALE,15,+,361,219.0,21.0,0,0,0,0.0
2460,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after citation 8,0,Verts/ALE,15,-,49,517.0,22.0,0,0,0,0.0
2461,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after recital A,0,Verts/ALE,23,-,235,359.0,16.0,0,0,0,0.0
2462,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,after recital G,0,Verts/ALE,25,-,165,402.0,37.0,0,0,0,0.0
2463,2007-02-15 00:00:00,External dimension of the fight against terrorism,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: resolution (as a whole),1,0,,+,500,53.0,51.0,0,0,0,1.0
2464,2007-02-15 00:00:00,Economic policy guidelines for 2007,,Non,Report,Report,s,BULLMANN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,ECON,Economics,after ,0,GUE/NGL,3,-,123,312.0,117.0,0,0,0,0.0
2465,2007-02-15 00:00:00,Economic policy guidelines for 2007,,Non,Report,Report,s,BULLMANN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,ECON,Economics,,0,0,,+,475,81.0,1.0,0,0,0,0.0
2466,2007-02-15 00:00:00,Economic policy guidelines for 2007,,Non,Report,Report,s,BULLMANN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,ECON,Economics,vote: resolution (as a whole),1,0,,+,480,60.0,25.0,0,0,0,1.0
2467,2007-02-15 00:00:00,Increase in energy prices,,Non,Report,Report,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,ECON,Economics,after ,0,Verts/ALE,2,-,215,270.0,13.0,0,0,0,0.0
2468,2007-02-15 00:00:00,Dialogue between the Chinese government and envoys of the Dalai Lama,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,"PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL",,+,71,0.0,1.0,0,0,0,1.0
2469,2007-02-15 00:00:00,Humanitarian situation of refugees from Iraq,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,"PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL",,+,74,0.0,1.0,0,0,0,1.0
2470,2007-02-15 00:00:00,Guinea,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070215&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,"PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL",,+,75,0.0,1.0,0,0,0,1.0
2471,2007-03-13 00:00:00,"Financing of interventions by the EAGGF, Guarantee Section",*,Leg,Report,Report,s,PARISH,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070313&secondRef=TOC&language=EN,AGRI,Agriculture,single vote,1,0,,+,352,29.0,11.0,0,0,0,1.0
2472,2007-03-13 00:00:00,Drinking milk produced in Estonia,*,Leg,Report,Report,s,PARISH,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070313&secondRef=TOC&language=EN,AGRI,Agriculture,single vote,1,0,,+,463,4.0,17.0,0,0,0,1.0
2473,2007-03-14 00:00:00,Non-proliferation and nuclear disarmament,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070313&secondRef=TOC&language=EN,0,Foreign & security policy,,0,0,,+,528,134.0,42.0,0,0,0,0.0
2474,2007-03-14 00:00:00,Non-proliferation and nuclear disarmament,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070313&secondRef=TOC&language=EN,0,Foreign & security policy,after ,0,GUE/NGL,10,-,296,364.0,40.0,0,0,0,0.0
2475,2007-03-15 00:00:00,Illegal bird hunting in Malta,,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Agriculture,,0,PSE,10D,+,282,269.0,33.0,0,0,0,0.0
2476,2007-03-15 00:00:00,Illegal bird hunting in Malta,,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Agriculture,after ,0,PPE-DE,12,+,317,249.0,22.0,0,0,0,0.0
2477,2007-03-15 00:00:00,Illegal bird hunting in Malta,,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Agriculture,vote: resolution (as a whole),1,"Verts/ALE, UEN",,+,300,253.0,35.0,0,0,0,1.0
2478,2007-03-15 00:00:00,Compliance with the Charter of Fundamental Rights ,,Non,Report,Report,s,VOGGENHUBER,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs",,0,0,,+,468,93.0,35.0,0,0,0,0.0
2479,2007-03-15 00:00:00,Compliance with the Charter of Fundamental Rights ,,Non,Report,Report,s,VOGGENHUBER,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs",,0,0,,+,455,115.0,21.0,0,0,0,0.0
2480,2007-03-15 00:00:00,Compliance with the Charter of Fundamental Rights ,,Non,Report,Report,s,VOGGENHUBER,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs",vote: resolution (as a whole),1,0,,+,485,87.0,29.0,0,0,0,1.0
2481,2007-03-15 00:00:00,Negotiation of an EU-Central America Association Agreement ,,Non,Report,Report,s,MEYER PLEITE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: resolution (as a whole),1,0,,+,472,30.0,75.0,0,0,0,1.0
2482,2007-03-15 00:00:00,Negotiation of an EU-Andean Community Association Agreement,,Non,Report,Report,s,YA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: recommendation (as a whole),1,0,,+,470,29.0,65.0,0,0,0,1.0
2483,2007-03-15 00:00:00,Regional policy (islands and natural and economic constraints) ,,Non,Report,Report,s,MUSOTTO,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,REGI,Regional development,vote: recommendation (as a whole),1,0,,+,473,26.0,35.0,0,0,0,1.0
2484,2007-03-15 00:00:00,Guatemala,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,"PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL",,+,57,0.0,1.0,0,0,0,1.0
2485,2007-03-15 00:00:00,Cambodia,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Foreign & security policy,after recital G,0,ALDE,1,-,11,46.0,2.0,0,0,0,0.0
2486,2007-03-15 00:00:00,Cambodia,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Foreign & security policy,after recital G,0,ALDE,2,+,40,16.0,0.0,0,0,0,0.0
2487,2007-03-15 00:00:00,Cambodia,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,"PPE-DE, PSE, ALDE, UEN, Verts/ALE, GUE/NGL ",,+,59,0.0,0.0,0,0,0,1.0
2488,2007-03-15 00:00:00,Nigeria,,Non,Motions for resolutions,Motions for resolutions,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070315&secondRef=TOC&language=EN,0,Foreign & security policy,B6-0105/2007,0,PPE-DE,,+,36,24.0,1.0,0,0,0,0.0
2489,2007-03-29 00:00:00,Community participation in the capital increase of the European Investment Fund,*,Leg,Report,Report,s,SEPP,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,single vote,1,0,,+,603,19.0,18.0,0,0,0,1.0
2490,2007-03-29 00:00:00,Review of the medical device directives,***I,Leg,Report,Report,s,ULMER,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,ENVI,Environment & public health,vote: legislative resolution,1,0,,+,645,15.0,4.0,0,0,0,1.0
2491,2007-03-29 00:00:00,Civil liability and financial guarantees of shipowners,***I,Leg,Report,Report,s,SAVARY,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,TRAN,Transport & tourism,Amendments by the committee responsible ,0,Committee,7,+,575,61.0,26.0,0,0,0,0.0
2492,2007-03-29 00:00:00,Civil liability and financial guarantees of shipowners,***I,Leg,Report,Report,s,SAVARY,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,TRAN,Transport & tourism,Amendments by the committee responsible ,0,Committee,10,+,580,71.0,12.0,0,0,0,0.0
2493,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,Amendments by the committee responsible ,0,Committee,1,+,585,35.0,38.0,0,0,0,0.0
2494,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,Amendments by the committee responsible ,0,Committee,14,+,445,210.0,3.0,0,0,0,0.0
2495,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,Amendments by the committee responsible ,0,Committee,106,+,437,214.0,7.0,0,0,0,0.0
2496,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 4, after point (c)",0,GUE/NGL,172,+,364,293.0,9.0,0,0,0,0.0
2497,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 13, ",0,GUE/NGL,173,-,238,387.0,36.0,0,0,0,0.0
2498,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 14, ",0,GUE/NGL,174,-,180,452.0,37.0,0,0,0,0.0
2499,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 15, after ",0,Committee,107,+,392,234.0,31.0,0,0,0,0.0
2500,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 17, ",0,PSE,171,+,324,282.0,50.0,0,0,0,0.0
2501,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 17, after ",0,GUE/NGL,175,-,174,410.0,73.0,0,0,0,0.0
2502,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,"Article 17, after ",0,GUE/NGL,176,-,260,378.0,20.0,0,0,0,0.0
2503,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,After recital 9,0,Verts/ALE,187,+,314,301.0,35.0,0,0,0,0.0
2504,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,After recital 9,0,Verts/ALE,188,-,299,322.0,29.0,0,0,0,0.0
2505,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,After recital 9,0,UEN,166,-,173,419.0,61.0,0,0,0,0.0
2506,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,After recital 27,0,Verts/ALE,193,-,158,466.0,41.0,0,0,0,0.0
2507,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,After recital 27,0,PSE,170,+,393,219.0,54.0,0,0,0,0.0
2508,2007-03-29 00:00:00,Organic production and labelling of organic products,*,Leg,Report,Report,s,AUBERT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AGRI,Agriculture,vote: amended proposal,0,0,,+,410,215.0,39.0,0,0,0,0.0
2509,2007-03-29 00:00:00,The future of Kosovo and the role of the EU,,Non,Report,Report,s,LAGENDIJK,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,PISTELLI et al,13,+,319,268.0,66.0,0,0,0,0.0
2510,2007-03-29 00:00:00,The future of Kosovo and the role of the EU,,Non,Report,Report,s,LAGENDIJK,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AFET,Foreign & security policy,,0,0,,+,495,23.0,135.0,0,0,0,0.0
2511,2007-03-29 00:00:00,The future of Kosovo and the role of the EU,,Non,Report,Report,s,LAGENDIJK,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AFET,Foreign & security policy,after ,0,ALDE,3,+,495,134.0,23.0,0,0,0,0.0
2512,2007-03-29 00:00:00,The future of Kosovo and the role of the EU,,Non,Report,Report,s,LAGENDIJK,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: resolution (as a whole),1,0,,+,490,80.0,87.0,0,0,0,1.0
2513,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,ALDE,2,-,207,432.0,10.0,0,0,0,0.0
2514,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,ALDE,3,-,181,464.0,11.0,0,0,0,0.0
2515,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,+,530,109.0,13.0,0,0,0,0.0
2516,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,ALDE,6,+,365,269.0,15.0,0,0,0,0.0
2517,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,ALDE,4,-,181,438.0,22.0,0,0,0,0.0
2518,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,Verts/ALE,14,-,98,509.0,42.0,0,0,0,0.0
2519,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,+,569,58.0,12.0,0,0,0,0.0
2520,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,+,398,210.0,31.0,0,0,0,0.0
2521,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,-,300,318.0,24.0,0,0,0,0.0
2522,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,+,509,114.0,15.0,0,0,0,0.0
2523,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,after ,0,IND/DEM:,1,-,157,444.0,37.0,0,0,0,0.0
2524,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,0,,+,536,99.0,15.0,0,0,0,0.0
2525,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,ALDE,9,-,149,474.0,17.0,0,0,0,0.0
2526,2007-03-29 00:00:00,The future of the European Union's own resources,,Non,Report,Report,s,LAMASSOURE,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,vote: resolution (as a whole),1,0,,+,458,117.0,61.0,0,0,0,1.0
2527,2007-03-29 00:00:00,2008 budget guidelines,,Bud,Report,Report,0,IT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,PSE,8,+,564,46.0,10.0,0,0,0,0.0
2528,2007-03-29 00:00:00,2008 budget guidelines,,Bud,Report,Report,0,IT,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,BUDG,Budget,,0,Verts/ALE,5,-,242,369.0,13.0,0,0,0,0.0
2529,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,"PPE-DE, ALDE, UEN, Verts/ALE, GUE/NGL",35S,+,436,158.0,7.0,0,0,0,0.0
2530,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,0,,-,220,355.0,15.0,0,0,0,0.0
2531,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,"PPE-DE, ALDE, UEN, Verts/ALE, GUE/NGL",44,+,534,30.0,23.0,0,0,0,0.0
2532,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,"PPE-DE, ALDE, UEN, Verts/ALE, GUE/NGL",44,+,527,31.0,22.0,0,0,0,0.0
2533,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,0,,+,538,30.0,19.0,0,0,0,0.0
2534,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,,0,0,,-,100,471.0,11.0,0,0,0,0.0
2535,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,recital E,0,ALDE,4D,+,308,263.0,7.0,0,0,0,0.0
2536,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,recital H,0,0,,+,483,81.0,11.0,0,0,0,0.0
2537,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,recital M,0,0,,+,430,126.0,11.0,0,0,0,0.0
2538,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,recital Q,0,ALDE HEATON-HARRIS et al,"9=
55=",+,315,229.0,27.0,0,0,0,0.0
2539,2007-03-29 00:00:00,Future of Professional Football in Europe,,Non,Report,Report,s,BELET,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070329&secondRef=TOC&language=EN,CULT,Culture & education,after recital R,0,Verts/ALE,29,-,223,329.0,6.0,0,0,0,0.0
2540,2007-04-24 00:00:00,EC-Malaysia Agreement on certain aspects of air services,*,Leg,Report,Report,s,COSTA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070424&secondRef=TOC&language=EN,TRAN,Transport & tourism,single vote,1,0,,+,518,7.0,19.0,0,0,0,1.0
2541,2007-04-24 00:00:00,Request for waiver of the immunity of Vural ,,Non,Report,Report,s,SPERONI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20070424&secondRef=TOC&language=EN,JURI,Juridical affairs,single vote,1,0,,+,584,9.0,38.0,0,0,0,1.0
